part_name,accuracy,hallucination_rate,feature_name_matching_rate,mae,quantity_absolute_error,true_positive_quantity,ground_truth_quantity,hallucinated_quantity,predicted_quantity,correctly_identified_names,ground_truth_names_count
medium_9,50.0,50.0,66.66666666666666,0.23529411764705882,4,2,4,2,4,2,3
medium_10,40.0,33.33333333333333,50.0,0.23529411764705882,4,2,5,1,3,1,2
medium_11,20.0,0.0,20.0,0.23529411764705882,4,1,5,0,1,1,5
medium_12,16.666666666666664,0.0,33.33333333333333,0.4117647058823529,7,1,6,0,3,1,3
medium_13,45.45454545454545,0.0,66.66666666666666,0.47058823529411764,8,5,11,0,7,4,6
medium_14,80.0,0.0,80.0,0.058823529411764705,1,4,5,0,4,4,5
medium_15,57.14285714285714,0.0,33.33333333333333,0.7058823529411765,12,16,28,0,16,2,6
medium_16,33.33333333333333,71.42857142857143,50.0,0.5294117647058824,9,2,6,5,7,1,2
medium_17,82.35294117647058,0.0,100.0,0.17647058823529413,3,14,17,0,14,2,2
medium_18,25.0,80.0,50.0,0.4117647058823529,7,1,4,4,5,1,2
medium_19,75.0,25.0,100.0,0.11764705882352941,2,3,4,1,4,2,2
medium_20,43.75,0.0,37.5,0.5882352941176471,10,7,16,0,8,3,8
medium_21,66.66666666666666,42.857142857142854,75.0,0.29411764705882354,5,4,6,3,7,3,4
medium_22,71.42857142857143,16.666666666666664,50.0,0.17647058823529413,3,5,7,1,6,1,2
medium_23,50.0,40.0,66.66666666666666,0.29411764705882354,5,3,6,2,5,2,3
medium_24,66.66666666666666,0.0,75.0,0.11764705882352941,2,4,6,0,4,3,4
medium_25,52.94117647058824,0.0,50.0,0.47058823529411764,8,9,17,0,9,1,2
medium_26,100.0,4.761904761904762,100.0,0.11764705882352941,2,19,19,1,21,1,1
medium_27,75.0,0.0,50.0,0.058823529411764705,1,3,4,0,3,1,2
medium_28,25.0,50.0,50.0,0.23529411764705882,4,1,4,1,2,1,2
medium_29,80.0,20.0,100.0,0.11764705882352941,2,4,5,1,5,3,3
medium_30,0.0,100.0,0.0,0.29411764705882354,5,0,3,2,2,0,2
medium_31,0.0,100.0,0.0,0.23529411764705882,4,0,3,1,1,0,2
medium_32,71.42857142857143,14.285714285714285,66.66666666666666,0.23529411764705882,4,5,7,1,7,2,3
medium_33,83.33333333333334,16.666666666666664,50.0,0.11764705882352941,2,5,6,1,6,1,2
